“有的时候要自己找原因，这么多年了有没有认真工作工资涨没涨”李佳琦，你怎么好意思说这种话 ​
李佳琦力挺花西子，有弹幕说越来越贵了。李佳琦：不要乱说，眉笔一直79，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？  ​
 79块钱0.24g的眉笔，哪里不贵了，贵不贵是消费者的主观判断，难道现在消费者连说贵的权利都没有了吗？网友说花西子越来越贵，你说没有就好了，或者说原材料涨价了所以贵了，对着网友一通爹味说教，让别人反思自己工资为什么不涨，为什么不努力工作涨工资？何不食肉糜的具象化，共情资本，面刺在你直播间花钱的姐妹们，李佳琦，你别太爱花西子哦 
李佳琦回怼说花西子很贵的网友：“哪里贵了？这么多年都是这个价格，花西子不是那种随便买原料就做的品牌，这么多年都是79，有的时候是自己的原因，这么多年了工资涨没涨？有没有认真工作？ ”这很难评……   ​
"后续来了，关于李佳琦说花西子眉笔的后续 ，,  ​"
而且，我想吐槽很久了，李佳琦一家独大的情况什么时候能结束？凭什么我想买点便宜东西，还都得去他直播间蹲呢？这些福利特惠正常放在各个商家的店铺里不好么？还少了李佳琦这个中间商的摊位费和抽成，还方便消费者 ​
  你可以说它没涨价，你不能攻击大家工资，不是所有人努力都能像你那么幸运做到行业头部。被群众捧起来，又脱离群众。又放下碗骂娘？
他飘了啊。。。李佳琦能赚这么多钱，也不是因为全中国就他工作最认真最努力啊，自己赶风口上了，得了便宜还卖乖。他有什么资格内涵普通人工作不努力。  ​
李佳琦挺难的，一晚上说那么多话，句句要小心，我看到好多次旺旺给兜底，唉，总会有人断章取义的 ​
除了人民币没有任何一款东西的受众人群覆盖率能达到百分百，消费者有评判一个东西贵不贵的权利，能不能别阴阳怪气打工人啊…整个世界怎么可能所有人都能有高工资 ​
别太离谱了，每年涨五十块招谁惹谁了 ​
李佳琦直播回复网友觉得产品贵“不要乱说，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？ ”但是经过网友认真对比发现真的比其他的贵… ​
李佳琦直播间一只花西子眉笔79，有网友嫌贵。李佳琦回应：“不要乱说，眉笔一直79，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？ ”然后网友看了花西子眉笔和其他牌子的对比图，发现就算是加上送的两个替换装也比植村秀经典款贵  ​
看了一下网友的反馈，似乎两边讨论的不是一个问题，网友说的是能不能觉得贵，李佳琦说的是有没有“越来越贵”，所以他强调价钱一直是79，不过我也不太了解行情，真的是一直79么？ ​
纯路人，单说这笔，他说79买一支送两支替换装到底贵吗？ ​
这么多年每次有争议都是站在佳琦这边的    看了直播回放  有点讽刺  你以为真心在为所有女生争取的人  一不小心说了真心话。这么多年努力工作没涨工资的人应该不少吧，难道说站在你如今这个位置上真的就了解不到老百姓的人间疾苦了嘛79的眉笔就算三支0.24g和大牌比一比也是贵的   你一克329  人家植村秀平均一克69  你在不容易什么  贵就是贵  不需要反思我们自己  说贵的人也未必穷  人家是有钱但不是冤大头 
，买不起国货反思一下自己工资  ​
人红了之后，更能体贴资本家，而不是消费者李佳琦说花西子不贵，对消费者一顿狂输出，又是说消费者上班不努力，又是阴阳这那的，就充分说明了这个道理。最出名的就是之前冯小刚骂电影观众了，最近的就是饶雪漫电影在商业街拍，直接diss骂围观的人，还说「再这样我就不客气了，直接挂」。当然了，王传君100万都有危机感，李佳琦说不贵，对他来说的的确确不贵，约等于你领了一个0.01的红包，你有时候骄傲起来都不屑于用。有时候听一些几年换不起手机，点个外卖货比三家平台就看哪个便宜一点点的粉丝说心疼他们208的哥哥姐姐好几个月没有进组了，说哥哥姐姐很久没有工作了，我都觉得有点好笑。 
怎么这年头不止娱乐圈让观众反思，主播也让客户反思啊，李佳琦这个208*2又翻车了 ​
好家伙 这一支够我买一年的了🙃 ​
说实话，前段时间有妹子晒出，李佳琦做她舞蹈老师的视频，李在直播间阴阳怪气，意思是怪女孩把视频曝光，因为那个视频里他特别黑。他还阴阳怪气送女孩多少多少防晒霜，真是有病。因为那个视频再也没看过他的直播。 ​
李佳琦直播间有粉丝嫌花西子眉笔不划算太贵了，李佳琦让消费者找找自己的原因，工资不涨是不是没有努力工作奉劝每位208w少爹味说教打工人  普通人挣钱就是很难啊不是每个人都跟208一样来钱容易的   你们还是多缴税少说话 ​
 解封也没多久吧……又飘了？说一直支持自己的粉丝工资怎么不涨，真是下头。经济形势不好，各行各业都不景气，就只有你们赚的盆满钵满🙃🙃  ​
如果动物光吃不胖，那它肚子里一定有了寄生虫。如果百姓勤劳而不能致富，那社会一定有了吸血鬼            一鲁迅《狂人日记》  ​
一般明星赚的是208w，李佳琦一个晚上赚得可是2.08亿，你让人怎么共情79块觉得贵的人普通消费者把他捧上去，然后他反过来就可以立马羞辱普通消费者，确实蛮厉害的 ​
李佳琦直播时有网友说花西子越来越贵李佳琦说：“哪里贵了，不要睁着眼睛乱说，这么多年都是这个价格。”“有的时候找找自己原因，这么多年工资涨没涨，有没有认真工作。”  ​
中国人被PUA的一生+被迫反思的一生现在连个卖货的都能公开diss消费者工资低了，说一句产品贵都不行，牛批PS：仅代表我自己，既然觉得我们买不起，那就不买 ​
有弹幕说花西子越来越贵了，李佳琦：不要乱说，眉笔一直79，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？本来就挺贵，我以前买好多日系彩妆工具才10几块钱一支便宜好用，79不贵么 ​
卖货的还教育上消费者了？？？79元0.08g什么概念？1g要987.5元比1g黄金还贵了几百，就算送两个替换装那也不便宜好嘛 还有花西子真心一般不值这个价 ​
李佳琦直播间一只花西子眉笔79，有网友弹幕飘贵：李佳琦回应：“不要乱说，眉笔一直79，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？ ”有没有可能这么多年工资没涨的原因是明星网红们税没缴够？   ​
？？是不是忘了去年回来的第一场直播你有多卑微？？？？没事儿吧你 ​
刚刚看到一个评论说的对，消费者可以质疑商品的质量价格，主播也可以从原材料做工等解释，但是他不能去PUA消费者以及怼消费者 ​
李佳琦直播间力挺花西子，网友说花西子越来越贵，李佳琦说，这么多年工资不涨有没有从自己身上找原因？作为第一带货主播，能起来就是因为消费者觉得你是站在他们的立场帮他们去买更实惠的东西，现在李佳琦站在资本家的立场去diss网友没钱，当时因为他复播热泪盈眶的粉丝打脸不 ​
李佳琦一天赚208？搞笑的很你们知不知道没有他一半火的主播一场就能赚几百万  ​
没有千千万万的打工人，哪来的你的高收入？打工人做错了什么？买个东西还要被怼还要反省自己的事儿过去了，也没有了对家，就这么飘了？  ​
国货就是原罪是吧？！国货就是不能比植村秀贵，日本核废水水污染，谁爱用谁去！ 我就是要用花西子，谁管得着吗？ ​
产品卖的贵还不让说了吗？  ​
 看到网友贴的图有被惊到，按克数算下来，有些眉笔比黄金还贵瞬间觉得手里不知名的小牌子更香了，便宜又好用。 ​
一只花西子眉笔79，有网友嫌贵。李佳琦回怼:“反思你这么多年工资涨没涨，有没有努力工作？好不好？不要睁着眼睛乱说，这眉笔这么多年一直这个价。”主播现在都开始pua消费者了吗？  ​
网友质疑眉笔贵，李佳琦说一直没涨价，让网友找找自己的原因，这么多年工资涨了没，认真工作了没。。。这态度也是没谁了！  ​
。。。我感觉旁边火娃都快吓死了，要是旺旺在旁边都得直接捂他嘴。。别播了让旺旺播算了，她比你有分寸多了，听的真不舒服 ​
看了视频 我感觉他就是太激动了 嘴快没过脑子 确实有点失望的 他不应该说这样的话   ​
李佳琦直播间网友吐槽花西子越来越贵，李佳琦说：不要乱说，眉笔一直79，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？  ​
啊，消费者有吐槽商品贵的权利吧，你的韭菜大部分都是这些工资一般的人吧，怎么还当爹教训起来了呢？明星是208的话，那头部主播是209了吧。 ​
李佳琦带货，网友觉得一支眉笔有点贵，李佳琦怼直播间网友：“有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？”后续视频中这货把 阴阳怪气发挥到极致，看起来有很多怨气呢  ​​​
网友在李佳琦直播间说东西贵，李佳琪反怼说你是不是没好好找工作赚钱…这让消费者情何以堪，你们怎么看 ​
这位2080w，79元0.08g相当于1g要987.5元，比黄金还贵一倍，您用的和我们平民用的不是一个货币系统吧？另外这几年大公司裁员都挺严重的何况倒闭的中小公司，普通人的工资为什么不涨你问谁呢？消费者就是衣食父母，你妈花钱养你还不能评价产品了？ ​
没有涨工资，有没有可能是公司一直这样，跟努力没关系呢？当然，这事说明带货越来越难了，连李佳琦都急火攻心了。网友：你管得真宽。 ​
价格不评价 说话的语气和态度真的很讨厌 不翻车一次看来是不知道怎样尊重消费者！  ​
那啥……说实话，从消费者的角度可以去质疑商品贵是合理的，李佳琦身为一个主播可以从物价原材料工艺等去解释，但是去审判一个普通人工资为什么涨不涨，这就过分了……。 ​
这次真的太离谱了！直播间大家从消费者的角度有权去质疑商品的贵贱与否（包括价格是否合理等等），李佳琦身为一个主播完全可以从物价、原材料、工艺等去解释去说明，但他却去审判一个普通消费者工资涨不涨、并站在品牌商的角度去抨击消费者的消费能力，这不是他一个专业主播应该做的！他自己挣的跟208一样多，真的是站着说话不腰疼…  
特意去翻了一下聊天记录21年这场直播我亲眼看他越说越嗨最后像是准备跟观众打一架了看得出是那种说嗨了就会短暂失去理智的人所以他今天说出这种话一点不奇怪没事的反正他有钱，热搜撤一下回头钱照赚，赚不到我的就行  ​
李佳琦发表何不食肉糜感言的时候，旁边的女生倒吸一口气，表情震惊。那个女生都比李佳琦警觉多了 ​
李佳琦发言引起网友热议 李佳琦直播间网友吐槽花西子这个牌子越来越贵，李佳琦称：不要乱说，眉笔一直79，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作你们觉得他这番发言有没有问题  ​
就是很贵呀。而且恕我直言，我觉得他这个质量配不上它这个价格。Ps为什么要审判消费者啊，少阴阳怪气了。 ​
花西子眉笔卖79散粉卖199？除了给李佳琦一半分成还有大笔坑位费，怪不得大主播一副维护亲爹的样子，这牌子到底是谁在买啊？ ​
 任何人包括女孩们的好朋友李佳琦，资本积累到一定阶段，顺势完成跃迁，也就再难真正共情与他们完全两个世界的普通人，因为他们起码不普通，生活条件截然不同，大家在得到直播间实惠的时候可以同时想明白这件事。他觉得花西子不贵，当然，我也觉得75的眉笔不贵，我跟他收入差距非常之大，但这个价位在能接受的范围内，我相信很多人不觉得贵，也是一样的，但绝对也有相当大部分人，认为它贵了，它就是贵，还有比它更便宜我更想买的。我们去日本，很喜欢扫荡药妆店里的美妆开架品，去美国也是，因为它们明显便宜且看着也不差，你跟我说200左右的砍刀眉笔贵吗，我也会说不贵我还OK，但看到开架上65的眉笔和眉粉我也非常心动并连续买入。我们普通人的快乐无非就是这种很细微彼此都懂的小小满足。但当对方已经不再是群体中的一员时，他们往往会把这种“贵与不贵”的比较直接变成潜藏轻蔑下的“贫穷的原罪”，潜台词也很直接——你连这都觉得贵，你好好反思下你是不是不努力工作才没钱。诚然不是谁都能抓到时代的风口，但他们绝不这么认为；诚然我们买它觉得不贵的原因里一定包含了性价比，不买它觉得贵了的原因里也一定包含了对商品本身的不够信任和性价比吸引力弱，但他们已经有些暴躁地认为：我在跟你聊我世界里一毛两毛三毛钱的问题，你却还不满足，这么便宜，你还有什么不满？  
 看呆了，怎么还有怪消费者的？就跟影视从业人员骂观众是一个道理。骂什么都别骂衣食父母啊。而且什么叫“有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？”这几年什么经济形势不知道吗？普通人光活着就很用力了，真是不知人间疾苦，还是当主播钱来得太快了，建议查查税。 
可能李佳琦确实已经脱离普通人太久了。他已经不知道，有人失业担忧一日三餐，有人倾其所有买房遭遇烂尾，有人降薪却还得坚持996，很多人就是穷，不得不精打细算过日子。你卖东西给别人，不顾及别人自尊心，反而像“699都买不了个袜子”内位一样，摁住顾客的脑袋一顿摩擦？您知道12块钱一份的盒饭，也有人嫌贵，说吃不起么？您不知道，因为在您的逻辑里，穷就是因为不努力，活该咯。 
一场直播几百万的人有什么资格说教普通人的工资啊，他自己不就是万千个普通人消费者捧起来的吗，早年靠拿品牌全网最低价火的，现在一克眉笔都比一克黄金贵了，到底谁还在追捧他啊？  ​
打工人真的不容易啊，不是为了便宜干嘛要去你直播间买东西，结果还被一个带货主播怼和被迫反思…  ​
不就是你李佳琦一直在帮忙抬高国货价格吗，没人家的技术底蕴，倒是在大牌不断跳水的时候，国货越来越贵了。研发成本0.1%，营xiao成本99.9% ​
哎，这些人啊，就是飘了，不知道这些年普通人的日子有多难。挺国货没毛病，但是这样嘲讽人家穷是因为不努力实在是过分 ​
网友：“口红一哥，自己品牌方消费者羊毛两头薅，还一个劲内h消费者工资低，pua消费者反思，好多品牌打着国货的牌子卖的比大牌还贵，你哪来的脸替消费者共情品牌的？？你忘了自己是怎么从柜哥走到现在的了？？贵不贵自己看看吧” ​
环卫工人还认认真真勤勤恳恳工作呢，也没见得给她们涨多少工资啊，还讽刺消费者，真有你的，水可载舟，亦可覆舟，好感全无！ ​
 卖货就卖货，销售居然还敢PUA消费者收入低不努力工作，这是脑子又进水了？但凡用过几样花西子的东西都知道这牌子性价比真的一般，别因为自己跟品牌是利益共同体，就睁眼说瞎话。这几年很多国货美妆护肤品牌的价格肉眼可见地狂涨，就谈不上什么性价比。你觉得79毛毛雨因为你已经是208。 ​
网友在弹幕说花西子太贵了，被李佳琦怼是不是自己工资太低了。。 第二个视频好阴阳怪气: “反正以前李佳琦的状态是完全看不到了，反正现在什么都不能说”  ​
大哥，我在你直播间花了多少钱我也记不得了，但是79 块钱0.08g不贵吗，咱们都不说植村秀，小日子的东西咱们不要，黄金才多少钱1g啊，你也是从底层爬上去的，这几年经济啥环境你不知道吗，在说什么屁话 ​
 李佳琦在直播介绍花西子眉笔时，看到有网友留言说越来越贵了，他反问“哪里贵了？这么多年都是这个价格，不要睁着眼睛乱说，国货品牌很难的......哪里贵了？买一支送两个替换装啊”，随后，李佳琦又无奈说：“有的时候找找自己原因，好吧，这么多年了工资涨没涨，有没有认真工作，好不好？”而这句话引发网络争议。  
国货彩妆有很多认真做产品的品牌，但花西子绝对不属于其中，很少有哪个牌子让我觉得买的每样东西都是垃圾，但花西子做到了。其他牌子至少有一两个我觉得还不错的产品，毛戈平的鼻影粉和口红，彩棠的妆前、高光膏、腮红，girlcult桃花源高光，酵色眼影，花知晓睫毛膏和腮红（飞粉），萝萝拉眉笔和眼线笔，oddity眼线笔等等。只有花西子全靠坑蒙拐骗，又贵又难用，消费者懒得骂就算了，李佳琦倒高傲起来，这人啊一旦膨胀了确实变不回去的  
我之前公司直接对全体员工无故降薪40%，一纸通知下来，我的工资变得和实习期差不多，是我们不努力吗？说的好像涨工资这件事是打工人个体行为决定的……何不食肉靡 ​
